Supplier_Name,PO_ID,Date,Value_INR
Amazon,PUR-ORD-2022-01462,07-11-2022,1700.85
"BE Analytic Solutions,",PUR-ORD-2024-02205,12-08-2024,1700
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00189,31-01-2023,1700
Vaishnavi Sri,PUR-ORD-2023-00146,20-01-2023,1700
VASAN ENGINEERING WORKS,PUR-ORD-2023-01553,11-07-2023,1700
VASAN ENGINEERING WORKS,PUR-ORD-2023-02038,01-09-2023,1700
VASAN ENGINEERING WORKS,PUR-ORD-2023-02844,21-11-2023,1700
VASAN ENGINEERING WORKS,PUR-ORD-2023-03154,16-12-2023,1700
VASAN ENGINEERING WORKS,PUR-ORD-2024-00041,04-01-2024,1700
VASAN ENGINEERING WORKS,PUR-ORD-2024-00871,09-03-2024,1700
VASAN ENGINEERING WORKS,PUR-ORD-2024-01827,21-05-2024,1700
Vijay Fastener,PUR-ORD-2022-01458,05-11-2022,1700
Vijay Fastener,PUR-ORD-2022-01806,27-12-2022,1700
Vinsurwaves,PUR-ORD-2022-01360,25-10-2022,1700
Novelty Office Solutions,PUR-ORD-2023-01597,14-07-2023,1695
Vinsurwaves,PUR-ORD-2023-02942,30-11-2023,1695
Mehta Infotech Services India Pvt Ltd,PUR-ORD-2022-00764,25-07-2022,1694.92
Decathlon,PUR-ORD-2023-00319,15-02-2023,1694.07
Macfos Limited,PUR-ORD-2023-02984,05-12-2023,1694.07
Shahputra Trading Private Limited,PUR-ORD-2024-01287,10-04-2024,1694.07
Amazon,PUR-ORD-2024-01523,24-04-2024,1693.22
Circuit Systems (India) Limited,PUR-ORD-2024-01377,16-04-2024,1692
Shahputra Trading Private Limited,PUR-ORD-2023-03141,15-12-2023,1690.48
Indian Robo Store,PUR-ORD-2024-00352,02-02-2024,1690
Goodwill Enterprises,PUR-ORD-2023-01162,07-06-2023,1688
VASAN ENGINEERING WORKS,PUR-ORD-2024-01782,17-05-2024,1686.31
Amazon,PUR-ORD-2024-01242,05-04-2024,1685.59
Evelta Electronics Private Limited,PUR-ORD-2024-01436,19-04-2024,1685
Amazon,PUR-ORD-2024-01074,22-03-2024,1680.32
Constflick Technologies Limited,PUR-ORD-2023-00536,30-03-2023,1679
Amazon,PUR-ORD-2024-02291,02-09-2024,1677.12
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00852-1,05-05-2023,1675.54
Aditi,PUR-ORD-2022-01014,10-09-2022,1675
Liberty Shoes Limited,PUR-ORD-2023-00121,17-01-2023,1672
Amazon,PUR-ORD-2023-01403,26-06-2023,1671.86
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01668,07-12-2022,1667.58
Seizo CNC Pvt Ltd,PUR-ORD-2023-02355,06-10-2023,1665
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01635,17-07-2023,1660
JSM Composites,PUR-ORD-2023-01554,11-07-2023,1660
"Mouser Electronics, Inc.",PUR-ORD-2024-00206,18-01-2024,1658.34
QS Electronic Technology Co. Ltd. ,PUR-ORD-2023-03061,11-12-2023,1656.2
Amazon,PUR-ORD-2023-02344,04-10-2023,1651.88
Fillet Engineering Services,PUR-ORD-2023-03056,24-11-2023,1650
Goodwill Enterprises,PUR-ORD-2022-00572,16-06-2022,1650
Lotus Sales Corporation,PUR-ORD-2023-00288,15-02-2023,1650
Seizo CNC Pvt Ltd,PUR-ORD-2022-01288,13-10-2022,1650
Seizo CNC Pvt Ltd,PUR-ORD-2023-02756,14-11-2023,1650
VASAN ENGINEERING WORKS,PUR-ORD-2023-01516,06-07-2023,1650
VASAN ENGINEERING WORKS,PUR-ORD-2023-01659,20-07-2023,1650
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02585,29-10-2023,1649.7
Macfos Limited,PUR-ORD-2023-02653,05-11-2023,1649
Shahputra Trading Private Limited,PUR-ORD-2022-00241,02-04-2022,1645.71
Kalyx Networks Private Limited.,PUR-ORD-2024-01408,17-04-2024,1644
"Mouser Electronics, Inc.",PUR-ORD-2023-01983,27-08-2023,1641.02
Purchasekart,PUR-ORD-2023-03178,19-12-2023,1640
Amazon,PUR-ORD-2023-01834,04-08-2023,1633.46
Goodwill Enterprises,PUR-ORD-2023-02594,30-10-2023,1626.03
Seizo CNC Pvt Ltd,PUR-ORD-2023-00412,24-02-2023,1625
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-01100,20-09-2022,1620.7
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01759,21-12-2022,1620.56
Epicenter3D,PUR-ORD-2023-01676,21-07-2023,1620
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00002,03-01-2022,1620
Jain Hydraluics & Pneumatics ,PUR-ORD-2022-00849,08-08-2022,1620
Amazon,PUR-ORD-2023-01410,26-06-2023,1615.25
Amazon,PUR-ORD-2022-00500,02-06-2022,1612.7
Seizo CNC Pvt Ltd,PUR-ORD-2023-02894,24-11-2023,1610
Amazon,PUR-ORD-2022-01331,19-10-2022,1609.32
Macfos Pvt Ltd,PUR-ORD-2022-01718,14-12-2022,1609.32
Amazon,PUR-ORD-2022-00704,13-07-2022,1608.47
Amazon,PUR-ORD-2024-00244,23-01-2024,1608.47
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01286,10-04-2024,1608.39
Amazon,PUR-ORD-2024-01895,03-06-2024,1606.25
Robu.in,PUR-ORD-2024-01216,04-04-2024,1604.99
Ganpati Enterprises,PUR-ORD-2024-02279,30-08-2024,1601.69
AADI IT SOLUTIONS,PUR-ORD-2023-01311,17-06-2023,1600
Royal Syndicate,PUR-ORD-2022-00688,13-07-2022,1600
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00991,20-05-2023,1600
Softech IT Solutions,PUR-ORD-2022-01370,26-10-2022,1600
Vortex Innovations,PUR-ORD-2022-00470,31-05-2022,1600
CYBASE INDIA,PUR-ORD-2022-00303,26-04-2022,1599
DRKstore.in,PUR-ORD-2023-00543,31-03-2023,1599
JC Gupta & Sons,PUR-ORD-2023-02961,01-12-2023,1596
Amazon,PUR-ORD-2023-01746,26-07-2023,1592.36
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01184,02-10-2022,1590
Vinsurwaves,PUR-ORD-2023-02739,10-11-2023,1590
Vinsurwaves,PUR-ORD-2023-02945,30-11-2023,1590
Blossom Solutions,PUR-ORD-2022-01477,09-11-2022,1584
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01384,23-06-2023,1580
SAMS Industrial Products,PUR-ORD-2023-02181,13-09-2023,1580
Amuse,PUR-ORD-2024-02308,05-09-2024,1579.5
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02629,03-11-2023,1575
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00093,11-01-2023,1574.3
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00129,17-01-2023,1574.3
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02677,06-11-2023,1574.3
Elesa and Ganter India Private Limited,PUR-ORD-2023-02736,09-11-2023,1563
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01342,21-06-2023,1560
VASAN ENGINEERING WORKS,PUR-ORD-2022-00726,15-07-2022,1560
VB4U,PUR-ORD-2023-03113,13-12-2023,1560
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01198,10-06-2023,1559.52
Amazon,PUR-ORD-2023-01125,03-06-2023,1559.32
Amazon,PUR-ORD-2023-01420,27-06-2023,1559.03
AADI IT SOLUTIONS,PUR-ORD-2023-02892,24-11-2023,1550
Amazon,PUR-ORD-2023-02958,01-12-2023,1550
Gurukripa Enterprises,PUR-ORD-2024-01107,26-03-2024,1550
Lotus Sales Corporation,PUR-ORD-2024-00848,09-03-2024,1550
Seizo CNC Pvt Ltd,PUR-ORD-2023-02039,01-09-2023,1550
Seizo CNC Pvt Ltd,PUR-ORD-2023-02543,27-10-2023,1550
VASAN ENGINEERING WORKS,PUR-ORD-2023-01884,11-08-2023,1550
VASAN ENGINEERING WORKS,PUR-ORD-2023-01885,11-08-2023,1550
VASAN ENGINEERING WORKS,PUR-ORD-2023-02199,17-09-2023,1550
Vinsurwaves,PUR-ORD-2024-01690,10-05-2024,1550
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2023-01508,05-07-2023,1550
Macfos Limited,PUR-ORD-2024-01419,18-04-2024,1549
Eta Pro Technologies Pvt Ltd,PUR-ORD-2023-01003,22-05-2023,1547
Amazon,PUR-ORD-2023-02836,21-11-2023,1545.76
Macfos Limited,PUR-ORD-2024-01296,11-04-2024,1545.76
Macfos Limited,PUR-ORD-2023-01792,31-07-2023,1539
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01582,12-07-2023,1538.1
Makenica INC,PUR-ORD-2022-01111-1,22-09-2022,1530
Shahputra Trading Private Limited,PUR-ORD-2023-01525,06-07-2023,1529
TIF LABS Pvt Ltd ( Robocraze),PUR-ORD-2023-01021,14-04-2023,1528.8
Amazon,PUR-ORD-2023-01248,14-06-2023,1527.12
Amazon,PUR-ORD-2023-00680,19-04-2023,1525.42
Dream Polymers.,PUR-ORD-2023-01591,13-07-2023,1525
Macfos Limited,PUR-ORD-2023-02215,07-09-2023,1524.58
Robu.in,PUR-ORD-2024-00993,18-03-2024,1524.58
Seizo CNC Pvt Ltd,PUR-ORD-2024-00965,18-03-2024,1520
Goodwill Enterprises,PUR-ORD-2022-01349-1,21-10-2022,1518
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00645,26-02-2024,1512.59
Goodwill Enterprises,PUR-ORD-2024-01524,24-04-2024,1512
Digi-Key Electronics,PUR-ORD-2024-00002,20-11-2023,1510.66
Digi-Key Electronics,PUR-ORD-2024-01908,06-06-2024,1508.85
Amazon,PUR-ORD-2024-02209,13-08-2024,1505.59
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-03211,20-12-2023,1505
Autoconz Consulting Group,PUR-ORD-2023-01768,28-07-2023,1500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2021-00049,22-12-2021,1500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00169,21-03-2022,1500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00640,04-07-2022,1500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01582,24-11-2022,1500
Epicenter3D,PUR-ORD-2022-01588,25-11-2022,1500
Fillet Engineering Services,PUR-ORD-2023-02898,24-11-2023,1500
Fillet Engineering Services,PUR-ORD-2023-03174,18-12-2023,1500
F-TECH INDUSTRIES,PUR-ORD-2023-01807,26-07-2023,1500
JSM Composites,PUR-ORD-2023-03156,16-12-2023,1500
JSM Composites,PUR-ORD-2024-01051,21-03-2024,1500
JSM Composites,PUR-ORD-2024-01962,21-06-2024,1500
Macfos Limited,PUR-ORD-2024-00703,21-11-2023,1500
Mascot Laboratory Services,PUR-ORD-2023-02975,04-12-2023,1500
Mascot Laboratory Services,PUR-ORD-2024-00093,08-01-2024,1500
Powersafety Enterprises,PUR-ORD-2024-00252,23-01-2024,1500
Shri Balaji Furniture,PUR-ORD-2024-02188,08-08-2024,1500
Tapes world,PUR-ORD-2024-00889,12-03-2024,1500
Vichar Technology,PUR-ORD-2022-00737,21-07-2022,1500
Vichar Technology,PUR-ORD-2023-00253,10-02-2023,1500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02109,23-07-2024,1499.11
Robu.in,PUR-ORD-2022-01050-1,15-09-2022,1495.76
VASAN ENGINEERING WORKS,PUR-ORD-2022-00789,27-07-2022,1495
Amazon,PUR-ORD-2022-00547,11-06-2022,1490.68
Robu.in,PUR-ORD-2024-00990,18-03-2024,1490
Shahputra Trading Private Limited,PUR-ORD-2022-00496,02-06-2022,1488.98
Epicenter3D,PUR-ORD-2023-01376,23-06-2023,1488
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-01114,26-03-2024,1479.17
NGP SOLUTIONS (YJ GROUP),PUR-ORD-2024-01224,04-04-2024,1476.47
Circuit Systems(India) Limited,PUR-ORD-2022-00057,25-01-2022,1476
STATIC PACKAGING,PUR-ORD-2024-00776,04-03-2024,1475
Amazon,PUR-ORD-2022-00316,27-04-2022,1474
Bharat Composites Private Limited,PUR-ORD-2024-01592,30-04-2024,1467
Constflick Technologies Limited,PUR-ORD-2024-01331,15-04-2024,1467
Amazon,PUR-ORD-2022-00703,13-07-2022,1463.56
Circuit Systems (India) Limited,PUR-ORD-2024-00601,21-02-2024,1460
Amazon,PUR-ORD-2023-01228,13-06-2023,1459.78
VGS Enterprises,PUR-ORD-2022-01102,21-09-2022,1457
VGS Enterprises,PUR-ORD-2022-01529,16-11-2022,1457
Amazon,PUR-ORD-2023-02407,13-10-2023,1456.78
Aditi,PUR-ORD-2022-00521,08-06-2022,1450
Highstar Technoloogy Private Limited,PUR-ORD-2024-00322,31-01-2024,1450
JSM Composites,PUR-ORD-2023-00405,22-02-2023,1450
MARK SAFETY APPLIANCES,PUR-ORD-2024-00445,07-02-2024,1450
Safe Fire & Safety Services,PUR-ORD-2023-01829,03-08-2023,1450
TestCAL,PUR-ORD-2022-01792,25-12-2022,1450
VASAN ENGINEERING WORKS,PUR-ORD-2022-01342,20-10-2022,1450
VASAN ENGINEERING WORKS,PUR-ORD-2023-01515,06-07-2023,1450
VASAN ENGINEERING WORKS,PUR-ORD-2023-01882,11-08-2023,1450
VASAN ENGINEERING WORKS,PUR-ORD-2023-02925,28-11-2023,1450
VLS COMPUTERS,PUR-ORD-2023-01648,18-07-2023,1450
Nabroco Tools & Technologies Pvt.Ltd,PUR-ORD-2024-01340,15-04-2024,1448.92
Amazon,PUR-ORD-2022-00378-1,11-05-2022,1447.46
Amazon,PUR-ORD-2023-00727,23-04-2023,1445.76
Epicenter3D,PUR-ORD-2022-00182,25-03-2022,1440
Goodwill Enterprises,PUR-ORD-2023-02913,27-11-2023,1440
Amazon,PUR-ORD-2024-00784,14-03-2024,1439.83
Krishna Traders,PUR-ORD-2023-01722,25-07-2023,1438.1
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00351,02-02-2024,1432.66
Python Engineering Works,PUR-ORD-2023-01524,06-07-2023,1431.36
Shahputra Trading Private Limited,PUR-ORD-2024-00866,11-03-2024,1431.36
Shahputra Trading Private Limited,PUR-ORD-2024-01101,25-03-2024,1431.35
Amazon,PUR-ORD-2024-02051,10-07-2024,1430.51
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2024-01121,26-03-2024,1430
Amazon,PUR-ORD-2024-01407,17-04-2024,1427.62
Amazon,PUR-ORD-2023-02889,23-11-2023,1425.43
"STRONIC INDIA	",PUR-ORD-2024-01563,29-04-2024,1424.64
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00089,11-01-2023,1423.29
Seizo CNC Pvt Ltd,PUR-ORD-2024-02150,31-07-2024,1420
Seizo CNC Pvt Ltd,PUR-ORD-2024-02159,31-07-2024,1420
Elcir Industry,PUR-ORD-2024-00691,28-02-2024,1415
Goodwill Enterprises,PUR-ORD-2023-02226,20-09-2023,1401.6
Amazon,PUR-ORD-2023-00689,20-04-2023,1400
Epicenter3D,PUR-ORD-2022-00943,24-08-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01597,28-11-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01607,28-11-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01611,28-11-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01679,08-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01680,08-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01736,16-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01746,19-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01750,20-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01790,25-12-2022,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00056,09-01-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00188,31-01-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00400,20-02-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00478,15-03-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00911,12-05-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00969,18-05-2023,1400
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01011,24-05-2023,1400
SAMS Industrial Products,PUR-ORD-2023-01764,28-07-2023,1400
SAMS Industrial Products,PUR-ORD-2023-02017,30-08-2023,1400
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00549,31-03-2023,1400
VLS COMPUTERS,PUR-ORD-2024-00165,10-01-2024,1400
Amazon,PUR-ORD-2024-00156,12-01-2024,1399
Macfos Limited,PUR-ORD-2023-02180,13-09-2023,1399
Macfos Limited,PUR-ORD-2023-02507,22-10-2023,1399
Shahputra Trading Private Limited,PUR-ORD-2022-00170,21-03-2022,1397.46
VASAN ENGINEERING WORKS,PUR-ORD-2023-01551,10-07-2023,1397
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01293,11-04-2024,1395.36
Makenica INC,PUR-ORD-2023-00664,18-04-2023,1391
Seizo CNC Pvt Ltd,PUR-ORD-2024-02294,02-09-2024,1391
S V Acrylics,PUR-ORD-2022-00313,27-04-2022,1390
Vinsurwaves,PUR-ORD-2024-01058,21-03-2024,1390
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00966,29-08-2022,1383.47
Epicenter3D,PUR-ORD-2023-01398,23-06-2023,1380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00882,09-05-2023,1380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00883,09-05-2023,1380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01014,24-05-2023,1380
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01630,17-07-2023,1380
Makenika INC,PUR-ORD-2022-00298,22-04-2022,1380
VASAN ENGINEERING WORKS,PUR-ORD-2023-03257,29-12-2023,1380
Tiltas Systems LLP (Runrc),PUR-ORD-2023-00987,19-05-2023,1379
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01947,18-06-2024,1371.26
3DP Technologies,PUR-ORD-2024-02074,16-07-2024,1368
Amazon,PUR-ORD-2024-01634,07-05-2024,1362.24
Goodwill Enterprises,PUR-ORD-2023-00438,02-03-2023,1360
Goodwill Enterprises,PUR-ORD-2024-01117,26-03-2024,1360
SKYPAC PLASTICA,PUR-ORD-2022-00639,01-07-2022,1360
"Mouser Electronics, Inc.",PUR-ORD-2023-01822,03-08-2023,1359.38
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00092,11-01-2023,1358.12
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03249,27-12-2023,1357.06
Goodwill Enterprises,PUR-ORD-2024-00064,05-01-2024,1357
Seizo CNC Pvt Ltd,PUR-ORD-2023-02427,14-10-2023,1356
Amazon,PUR-ORD-2024-00571,20-02-2024,1355.08
Robu.in,PUR-ORD-2022-01372,26-10-2022,1355.08
Epicenter3D,PUR-ORD-2023-01375,23-06-2023,1350
Seizo CNC Pvt Ltd,PUR-ORD-2023-00220,06-02-2023,1350
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00518,28-03-2023,1350
VASAN ENGINEERING WORKS,PUR-ORD-2022-01221,09-10-2022,1350
VASAN ENGINEERING WORKS,PUR-ORD-2023-02246,23-09-2023,1350
VASAN ENGINEERING WORKS,PUR-ORD-2023-02248,23-09-2023,1350
VASAN ENGINEERING WORKS,PUR-ORD-2024-01237,06-04-2024,1350
Vinsurwaves,PUR-ORD-2023-00792,30-04-2023,1350
Vinsurwaves,PUR-ORD-2023-03258,29-12-2023,1350
Constflick Technologies Limited,PUR-ORD-2024-00123,06-01-2024,1349.16
Constflick Technologies Limited,PUR-ORD-2024-00502,13-02-2024,1349.16
Macfos Limited,PUR-ORD-2023-01653,19-07-2023,1348.3
Robu.in,PUR-ORD-2022-00728,18-07-2022,1346.61
Flipkart,PUR-ORD-2024-00978,18-03-2024,1344
Circuit Systems (India) Limited,PUR-ORD-2022-01722,15-12-2022,1342
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01075,18-09-2022,1340
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02153,12-09-2023,1336.44
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-01995,22-08-2023,1335
Amazon,PUR-ORD-2023-02090,07-09-2023,1334.75
Fillet Engineering Services,PUR-ORD-2024-02139,29-07-2024,1334
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01252,08-04-2024,1334
Digi-Key Electronics,PUR-ORD-2024-00979,18-03-2024,1330.65
"Mouser Electronics, Inc.",PUR-ORD-2023-01030,25-05-2023,1330.08
POWER & CONTROL SYSTEMS,PUR-ORD-2024-01422,14-03-2024,1327
Circuit Systems (India) Limited,PUR-ORD-2023-02744,10-11-2023,1324.17
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01253,11-10-2022,1323.06
Epicenter3D,PUR-ORD-2023-01276,15-06-2023,1320
Amazon,PUR-ORD-2022-00375,10-05-2022,1317.8
Amazon,PUR-ORD-2024-01304,12-04-2024,1312.71
Macfos Limited,PUR-ORD-2023-01549,10-07-2023,1312.71
Macfos Limited,PUR-ORD-2024-00575,07-02-2024,1312.71
Macfos Limited,PUR-ORD-2023-02142,11-09-2023,1304.24
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01686,10-12-2022,1303.19
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-01862,24-05-2024,1301.29
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03022,07-12-2023,1300.45
Amit Electrical,PUR-ORD-2024-01673,09-05-2024,1300
Elcir Industry,PUR-ORD-2024-00671,26-02-2024,1300
Ryan Technology,PUR-ORD-2023-00436,02-03-2023,1300
SAMS Industrial Products,PUR-ORD-2023-00525,29-03-2023,1300
VLS COMPUTERS,PUR-ORD-2023-02411,13-10-2023,1300
VLS COMPUTERS,PUR-ORD-2024-00336,01-02-2024,1300
VLS COMPUTERS,PUR-ORD-2024-01001,19-03-2024,1300
VLS COMPUTERS,PUR-ORD-2024-01664,09-05-2024,1300
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2022-00355,05-05-2022,1300
Macfos Limited,PUR-ORD-2024-00060,05-01-2024,1299
Valve Corporation,PUR-ORD-2023-01393,25-06-2023,1299
Crystal Traders,PUR-ORD-2024-00991,18-03-2024,1295
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01007,09-09-2022,1290
Macfos Limited,PUR-ORD-2023-01735,26-07-2023,1290
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00388,13-05-2022,1288
Sugatsune Kogyo India Private Limited,PUR-ORD-2024-00557,19-02-2024,1288
Shahputra Trading Private Limited,PUR-ORD-2022-00292,20-04-2022,1287.29
Mectronics Marketing Services,PUR-ORD-2023-03256,29-12-2023,1282.5
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01010,24-05-2023,1277.45
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01706,13-12-2022,1277
Colorado,PUR-ORD-2023-02863,22-11-2023,1275
IBK Engineers Private Limited,PUR-ORD-2023-00462,09-03-2023,1275
"Mouser Electronics, Inc.",PUR-ORD-2023-02865,22-11-2023,1274.05
Bharat Composites Private Limited,PUR-ORD-2024-00499,13-02-2024,1273
VASAN ENGINEERING WORKS,PUR-ORD-2023-03173,16-12-2023,1272.8
VASAN ENGINEERING WORKS,PUR-ORD-2024-00500,07-02-2024,1272.8
VASAN ENGINEERING WORKS,PUR-ORD-2024-02041,08-07-2024,1272.8
VASAN ENGINEERING WORKS,PUR-ORD-2024-02088,17-07-2024,1272.8
VASAN ENGINEERING WORKS,PUR-ORD-2024-02119,24-07-2024,1272.8
Macfos Pvt Ltd,PUR-ORD-2023-00737,26-04-2023,1271.19
Amazon,PUR-ORD-2023-01346,21-06-2023,1270.34
Amazon,PUR-ORD-2023-01558,11-07-2023,1270.34
Macfos Limited,PUR-ORD-2023-01150,05-06-2023,1270.34
Macfos Limited,PUR-ORD-2023-02920,28-11-2023,1270.34
Probots Techno Solutions,PUR-ORD-2023-02253,23-09-2023,1270.34
VASAN ENGINEERING WORKS,PUR-ORD-2022-00785,22-07-2022,1270
Goodwill Enterprises,PUR-ORD-2022-00776,26-07-2022,1267
Robu.in,PUR-ORD-2022-00390,13-05-2022,1262.71
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01485,10-11-2022,1261.77
Goodwill Enterprises,PUR-ORD-2024-00109,09-01-2024,1260
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01367,26-10-2022,1260
Amazon,PUR-ORD-2023-01715,25-07-2023,1258.74
Amazon,PUR-ORD-2023-00708,21-04-2023,1257.64
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01442,29-06-2023,1250
Lotus Sales Corporation,PUR-ORD-2022-01522,16-11-2022,1250
Lotus Sales Corporation,PUR-ORD-2023-00279,14-02-2023,1250
Makenika INC,PUR-ORD-2022-00090,16-02-2022,1250
Seizo CNC Pvt Ltd,PUR-ORD-2023-01820,03-08-2023,1250
Seizo CNC Pvt Ltd,PUR-ORD-2024-00199,18-01-2024,1250
Seizo CNC Pvt Ltd,PUR-ORD-2024-00872,10-03-2024,1250
Seizo CNC Pvt Ltd,PUR-ORD-2024-01194,13-02-2024,1250
Seizo CNC Pvt Ltd,PUR-ORD-2024-01233,04-04-2024,1250
SHA KUNDANMAL MISRIMAL,PUR-ORD-2022-00622,23-06-2022,1250
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-02065,05-09-2023,1250
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-02833,20-11-2023,1250
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-03080,12-12-2023,1250
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2023-01385,23-06-2023,1250
VASAN ENGINEERING WORKS,PUR-ORD-2023-00302,20-01-2023,1250
VASAN ENGINEERING WORKS,PUR-ORD-2024-00512,14-02-2024,1250
Vortex Innovations,PUR-ORD-2024-01566,29-04-2024,1250
Vortex-RC,PUR-ORD-2023-02695,07-11-2023,1250
Om Trading Company,PUR-ORD-2023-02000,29-08-2023,1248.8
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00551,31-03-2023,1248.21
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2024-00327,31-01-2024,1248
Shahputra Trading Private Limited,PUR-ORD-2023-03062,11-12-2023,1247.4
Goodwill Enterprises,PUR-ORD-2022-00502,03-06-2022,1237
Havoc Hobby Center Pvt Ltd,PUR-ORD-2024-00929,15-03-2024,1237
VB4U,PUR-ORD-2023-03122,14-12-2023,1236
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01504,05-07-2023,1234.03
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00098,13-01-2023,1233.98
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02037,01-09-2023,1233.77
JDM Brother Enterprises,PUR-ORD-2024-01850-1,23-05-2024,1227.09
JDM Brother Enterprises,PUR-ORD-2023-02782,15-11-2023,1226.45
