S no,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Air_Quality_Index_PM,Cloudiness, Power_Consumption_in_A_Zone
2630,10.83,84.9,0.079,0.059,0.152,150,0,15512.46201
2631,10.74,84,0.078,0.095,0.145,154,0,15665.6535
2632,10.59,84,0.078,0.066,0.174,155,0,15734.95441
2633,10.51,83.7,0.083,0.059,0.159,156,0,15680.24316
2634,10.77,81.6,0.079,0.07,0.148,150,0,15716.71733
2635,11.01,80.7,0.079,0.059,0.174,158,0,15826.13982
2636,11,79.2,0.08,0.062,0.148,153,0,16252.88754
2637,10.96,77.7,0.08,0.073,0.141,153,0,16318.54103
2638,10.85,78.2,0.08,0.102,0.182,158,0,16085.10638
2639,10.75,78.7,0.082,0.059,0.156,154,0,15906.38298
2640,10.69,79,0.081,0.077,0.134,152,0,15993.92097
2641,10.48,80,0.08,0.084,0.193,158,0,16077.81155
2642,10.36,79.9,0.08,0.3,0.389,151,0,16519.14894
2643,10.41,77,0.082,0.985,1.042,155,0,16851.06383
2644,10.24,74.6,0.082,1.874,1.995,156,0,17011.55015
2645,10.1,74.3,0.081,4.267,4.406,158,0,17263.22188
2646,10.01,73.7,0.085,7.95,8.15,155,0,17606.07903
2647,10.06,73.4,0.086,8.88,9.11,152,0,18040.12158
2648,10.03,74.8,0.081,16.33,16.84,151,0,18572.64438
2649,10.03,74.7,0.081,28.51,29.64,157,0,19156.231
2650,10.07,74.6,0.081,25.44,26.29,153,0,19393.31307
2651,10.1,73.8,0.083,52.75,54.57,151,0,19550.15198
2652,10.13,72.7,0.08,64.93,66.33,150,0,19790.88146
2653,10.16,72.6,0.08,106.8,106.1,152,0,19787.23404
2654,10.27,72,0.086,196.7,188.1,155,0,19874.77204
2655,10.32,71.4,0.083,228.1,224,155,0,20560.48632
2656,10.32,71.2,0.081,222,219.8,151,0,20936.17021
2657,10.33,70.8,0.085,228.3,224.8,154,0,21147.72036
2658,10.52,69.98,0.083,322.2,323.8,153,0,21530.69909
2659,10.44,70,0.087,156.8,159.2,153,0,21727.65957
2660,10.51,70.3,0.084,399.3,399.3,153,0,21687.53799
2661,10.69,68.98,0.084,255.4,256,157,0,21844.3769
2662,10.46,68.25,0.088,119.8,122.8,159,0,22081.45897
2663,10.41,67.98,0.085,108.2,111.6,150,0,22351.36778
2664,10.37,67.41,0.082,128.7,133.1,151,0,22566.56535
2665,10.37,66.81,0.082,141.6,146.2,159,0,23117.32523
2666,10.41,66.48,0.085,214.5,217.1,153,0,22989.66565
2667,10.48,66.31,0.085,246,245.7,154,0,22865.6535
2668,10.46,66.14,0.084,141.2,145.1,159,0,23193.92097
2669,10.47,66.91,0.085,167.6,174,156,0,23347.11246
2670,10.54,66.68,0.082,129.4,130.6,159,0,23175.68389
2671,10.6,66.31,0.085,145.7,145,158,0,22934.95441
2672,10.68,66.14,0.087,250.1,252.3,154,0,22800
2673,11.23,66.01,0.089,585.2,599.7,152,0,22953.19149
2674,11.62,65.41,0.084,572.2,589.3,150,0,22902.12766
2675,11.85,65.31,0.081,602.4,629.7,158,0,22814.58967
2676,11.95,64.61,0.084,291.9,293.3,152,0,22592.09726
2677,11.69,63.91,0.081,113,114.9,150,0,22829.17933
2678,11.42,65.04,0.083,146.8,152.5,157,0,22380.54711
2679,11.41,64.37,0.085,141,146.2,156,0,22639.51368
2680,11.49,63.87,0.083,128.4,132.1,155,0,23445.59271
2681,11.6,62.74,0.088,165.4,169.7,158,0,23230.39514
2682,11.55,61.54,0.085,140.7,144.9,157,0,23026.13982
2683,11.56,60.8,0.083,97,100.3,156,0,23048.02432
2684,11.56,61.44,0.082,87.1,90.9,151,0,23336.17021
2685,11.55,61.1,0.08,72.3,75.4,158,0,23336.17021
2686,11.56,61.07,0.082,66.6,69,156,0,23230.39514
2687,11.58,60.9,0.083,122.5,127,150,0,23223.1003
2688,11.73,60.27,0.081,157.8,164.3,150,0,22982.37082
2689,11.8,60.07,0.082,101,104.3,150,0,22880.24316
2690,11.85,59.87,0.083,104.7,108.5,157,0,22665.04559
2691,11.89,59.53,0.084,95.7,99,152,0,22365.95745
2692,11.93,58.96,0.082,84.5,87.1,150,0,22628.57143
2693,12.01,57.93,0.083,104.1,107.6,151,0,22723.40426
2694,12.01,57.23,0.088,57.11,57.6,153,0,22774.46809
2695,11.99,57.3,0.082,31.44,31.95,153,0,23110.0304
2696,11.95,57.83,0.082,21.88,22.3,159,0,23292.40122
2697,12.05,56.89,0.082,37.69,38.7,158,0,23806.68693
2698,12.07,55.89,0.084,38.59,39.96,159,0,24922.79635
2699,12.03,54.99,0.088,15.52,16.14,156,0,26348.93617
2700,12.02,55.46,0.084,11.89,12.46,150,0,27840.72948
2701,12.06,55.16,0.081,21.4,25.72,156,0,28832.82675
2702,12.18,53.59,0.083,10.26,10.64,152,0,28982.37082
2703,12.03,55.43,0.081,5.15,5.367,157,0,29040.72948
2704,11.99,55.76,0.083,2.072,2.188,156,0,28942.24924
2705,12.01,55.39,0.086,0.941,1.061,155,0,29058.96657
2706,12.01,54.49,0.088,0.234,0.289,156,0,28712.46201
2707,11.93,54.72,0.09,0.084,0.122,154,0,28843.769
2708,11.79,55.23,0.087,0.04,0.07,157,0,28763.52584
2709,11.91,53.62,0.085,0.04,0.122,154,0,28964.13374
2710,11.85,53.02,0.088,0.062,0.089,158,0,28840.12158
2711,11.64,53.12,0.08,0.073,0.108,150,0,28818.23708
2712,11.63,52.42,0.087,0.066,0.137,155,0,28683.28267
2713,11.63,51.85,0.086,0.059,0.108,151,0,28752.58359
2714,11.7,52.32,0.087,0.059,0.111,157,0,28832.82675
2715,11.43,54.99,0.088,0.051,0.13,158,0,29204.86322
2716,11.19,56.63,0.089,0.055,0.126,158,0,29292.40122
2717,11.08,56.96,0.085,0.066,0.067,152,0,28737.99392
2718,11.01,57.6,0.086,0.062,0.07,150,0,28789.05775
2719,10.96,57.73,0.083,0.044,0.07,156,0,28748.93617
2720,11.04,57.66,0.088,0.081,0.085,152,0,28464.43769
2721,11.09,57.06,0.084,0.044,0.093,155,0,28085.10638
2722,11.52,54.82,0.083,0.051,0.122,157,0,28044.9848
2723,11.64,51.89,0.081,0.062,0.115,154,0,27632.82675
2724,11.46,53.89,0.086,0.059,0.122,156,0,27114.89362
2725,11.26,53.99,0.089,0.081,0.056,158,0,26436.47416
2726,11.29,53.39,0.089,0.062,0.111,157,0,26148.32827
2727,10.97,54.72,0.086,0.088,0.134,156,0,25925.83587
2728,11.43,52.42,0.082,0.048,0.115,158,0,25240.12158
2729,11.45,52.22,0.085,0.073,0.089,159,0,24667.4772
2730,10.93,53.59,0.086,0.066,0.111,158,0,23963.52584
2731,10.9,54.12,0.09,0.04,0.108,153,0,23190.27356
2732,10.66,54.82,0.086,0.059,0.108,151,0,22621.2766
2733,10.58,54.86,0.092,0.055,0.082,157,0,21950.15198
2734,10.62,54.76,0.088,0.084,0.074,157,0,21308.20669
2735,10.87,52.79,0.085,0.073,0.096,157,0,20662.61398
2736,10.48,55.03,0.091,0.091,0.074,152,0,20046.20061
2737,10.35,55.06,0.087,0.051,0.1,155,0,19269.30091
2738,10.18,55.43,0.087,0.048,0.137,157,0,18773.25228
2739,10.08,55.56,0.087,0.055,0.093,150,0,18160.48632
2740,9.96,56.86,0.088,0.048,0.159,159,0,17941.64134
2741,9.61,58.43,0.091,0.044,0.1,159,0,17409.11854
2742,9.46,59.17,0.089,0.051,0.115,157,0,16745.28875
2743,9.26,60.4,0.086,0.051,0.115,152,0,16417.02128
2744,9.24,60.7,0.091,0.051,0.134,159,0,16413.37386
2745,9.89,57.53,0.084,0.081,0.096,155,0,15807.90274
2746,9.97,56.19,0.083,0.066,0.093,152,0,15643.769
2747,9.65,58.43,0.083,0.066,0.078,154,0,15129.48328
2748,9.31,61.24,0.084,0.059,0.119,159,0,15005.47112
2749,8.93,62.24,0.085,0.073,0.093,154,0,14560.48632
2750,9.26,61.64,0.084,0.048,0.093,155,0,14560.48632
2751,8.93,63.94,0.085,0.048,0.115,151,0,14498.48024
2752,8.86,63.64,0.084,0.059,0.108,150,0,14257.75076
2753,8.95,63.41,0.082,0.059,0.096,157,0,14086.32219
2754,8.64,64.04,0.081,0.048,0.1,154,0,13874.77204
2755,8.88,62.44,0.084,0.055,0.089,158,0,13896.65653
2756,8.92,62.5,0.086,0.066,0.1,153,0,13995.13678
2757,9.21,60.47,0.086,0.048,0.119,151,0,13984.19453
2758,9.06,60.67,0.088,0.066,0.137,154,0,13918.54103
2759,9.13,59.07,0.087,0.062,0.074,155,0,13936.77812
2760,9.11,59.33,0.088,0.051,0.074,159,0,13736.17021
2761,9.25,59.03,0.089,0.048,0.078,152,0,13688.7538
2762,9.17,59.77,0.082,0.051,0.104,152,0,13812.76596
2763,9.16,60,0.083,0.051,0.137,152,0,13798.17629
2764,9.17,60.77,0.083,0.029,0.122,157,0,13914.89362
2765,8.97,61.4,0.085,0.081,0.119,158,0,13889.3617
2766,8.85,62.07,0.082,0.04,0.033,155,0,13725.22796
2767,8.87,62.67,0.091,0.051,0.093,156,0,13871.12462
2768,9.01,62.8,0.085,0.04,0.096,155,0,13889.3617
2769,9.32,61.6,0.087,0.059,0.085,151,0,14082.67477
2770,9.1,62.04,0.084,0.059,0.082,152,0,14275.98784
2771,9.01,62.67,0.085,0.07,0.082,155,0,14516.71733
2772,9.04,63.67,0.086,0.088,0.07,158,0,15031.00304
2773,10.09,62.24,2.981,0.095,0.082,157,0,15709.42249
2774,10.73,56.13,4.917,0.066,0.115,154,0,15716.71733
2775,11.12,54.59,4.918,0.073,0.093,151,0,15767.78116
2776,11.18,53.72,4.917,0.055,0.078,156,0,15826.13982
2777,11.42,53.26,4.916,0.077,0.134,156,0,16026.74772
2778,11.4,53.36,4.914,0.062,0.152,158,0,15855.31915
2779,11.52,52.92,4.923,0.044,0.093,157,0,15738.60182
2780,11.58,52.75,4.918,0.059,0.093,157,0,16205.47112
2781,11.64,52.45,4.915,0.066,0.122,157,0,16128.87538
2782,11.69,51.99,4.916,0.044,0.141,155,0,15950.15198
2783,11.72,51.92,4.915,0.059,0.111,157,0,15851.67173
2784,11.75,52.45,2.66,0.066,0.108,151,0,15807.90274
2785,11.79,52.19,0.077,0.113,0.178,155,0,15968.38906
2786,11.8,51.62,0.08,0.725,0.842,158,0,16515.50152
2787,11.81,51.05,0.08,4.023,3.81,157,0,16511.8541
2788,11.83,50.65,0.082,5.374,5.449,151,0,16891.18541
2789,11.66,52.09,0.081,10.07,10.2,155,0,17383.58663
2790,11.76,51.92,0.081,21.8,21.41,157,0,17609.72644
2791,11.82,52.32,0.078,39.17,38.37,157,0,17981.76292
2792,11.89,51.55,0.08,45.58,45.18,159,0,18459.57447
2793,12,51.05,0.907,67.18,66.33,151,0,18762.31003
2794,12.07,51.25,4.913,117,116.3,150,0,19550.15198
2795,12.15,51.49,4.916,92.2,89.9,152,0,19772.64438
2796,12.14,52.05,4.918,132.5,132.4,154,0,20100.91185
2797,12.72,49.32,4.917,283.1,289,154,0,20297.87234
2798,12.99,46.21,4.914,320.5,329.7,158,0,20534.95441
2799,13.07,47.75,4.921,370.3,382.3,157,0,21082.06687
2800,13.23,48.45,4.915,380.8,394.5,159,0,21238.90578
2801,13.14,48.55,4.915,334.2,343.5,156,0,21640.12158
2802,13.14,49.18,4.916,371.5,385.8,152,0,21891.79331
2803,13.29,48.01,4.913,395.3,414.3,152,0,22128.87538
2804,13.25,48.51,4.353,414.2,437.1,154,0,22380.54711
2805,13.34,48.45,0.086,441.2,466.9,154,0,22646.80851
2806,13.44,50.08,0.082,429.6,448.9,150,0,22763.52584
2807,13.46,49.98,0.085,492.1,513.8,152,0,22555.6231
2808,13.62,48.88,0.083,547.3,579.2,152,0,22679.63526
2809,13.77,49.48,0.085,572.1,605.8,153,0,22402.43161
2810,14.02,50.45,0.085,606.7,645.4,151,0,22468.08511
2811,14.24,49.52,0.087,637,681.8,156,0,22322.18845
2812,14.66,46.04,0.085,645,692.5,151,0,22723.40426
2813,14.72,43.27,0.082,738,790,153,0,22384.19453
2814,14.35,44.87,0.084,487.6,502.2,150,0,22245.59271
2815,13.92,45.31,0.082,157.8,158.9,156,0,22471.73252
2816,13.85,45.78,0.084,109.7,110.6,159,0,22541.03343
2817,13.72,46.64,0.086,97.9,101,150,0,22537.38602
2818,13.77,45.04,0.082,165.4,171.1,152,0,22800
2819,13.6,48.35,0.084,98.9,101.2,151,0,22800
2820,13,52.22,0.081,60.95,62.53,155,0,22800
2821,13.02,54.06,0.08,50.37,51.66,151,0,22657.75076
2822,12.7,56.93,0.079,30.44,31.57,154,0,22296.65653
2823,12.28,60,0.082,40.37,41.77,158,0,22066.8693
2824,11.92,62.24,0.077,33.77,34.7,150,0,22143.46505
2825,11.81,63.97,0.078,69.73,71.5,155,0,22190.88146
2826,11.74,64.64,0.079,39.59,40.63,156,0,22293.00912
2827,11.82,64.01,0.079,74.3,76.8,158,0,22220.06079
2828,11.87,64.71,0.079,37.39,38.39,157,0,22223.70821
2829,11.66,65.74,0.082,15.48,16.08,156,0,22234.65046
2830,11.46,66.54,0.083,15.51,16.06,152,0,22329.48328
2831,11.38,66.54,0.08,13.07,13.45,156,0,22460.79027
2832,11.37,65.51,0.081,9.89,10.26,156,0,22234.65046
2833,11.27,65.84,0.078,16.77,17.2,154,0,21873.55623
2834,11.48,64.11,0.077,31.36,31.55,151,0,22030.39514
2835,11.34,66.51,0.078,34.88,35.96,158,0,22019.45289
2836,11.56,63.74,0.078,24.87,25.59,151,0,21899.08815
2837,11.78,65.98,0.079,17.86,18.64,158,0,22059.57447
2838,11.71,66.48,0.08,16.78,17.49,155,0,22048.63222
2839,11.75,68.61,0.078,25.01,26.27,156,0,21603.64742
2840,12.21,68.95,0.079,26.68,27.53,157,0,21979.33131
2841,12.52,69.82,0.079,16.52,16.77,153,0,22165.34954
2842,12.33,71.6,0.086,11.28,11.52,151,0,22927.65957
2843,12.54,70.8,0.083,14.39,14.64,150,0,24919.14894
2844,12.46,71.6,0.087,7.68,7.95,152,0,26396.35258
2845,12.32,71.6,0.086,12.08,12.87,156,0,27315.50152
2846,12.05,72.2,0.082,10.38,10.66,157,0,28044.9848
2847,11.88,72.3,0.081,4.934,5.085,159,0,28329.48328
2848,11.91,71.6,0.083,2.302,2.426,155,0,28077.81155
2849,11.75,71.7,0.087,0.933,1.064,159,0,28092.40122
2850,11.72,70.4,0.081,0.278,0.286,152,0,28048.63222
2851,11.58,70.1,0.08,0.095,0.115,159,0,27972.03647
2852,11.39,70.7,0.079,0.048,0.104,157,0,27972.03647
2853,11.26,70.5,0.08,0.055,0.085,159,0,27596.35258
2854,11.07,70.4,0.077,0.037,0.13,150,0,27494.22492
2855,10.95,70.5,0.077,0.077,0.093,156,0,27381.15502
2856,10.77,71.2,0.083,0.048,0.141,153,0,27439.51368
2857,10.53,72,0.087,0.051,0.141,155,0,27395.74468
2858,10.43,72,0.082,0.059,0.1,159,0,27457.75076
2859,10.37,72.5,0.084,0.07,0.104,150,0,27461.39818
2860,10.3,72.3,0.088,0.048,0.096,159,0,27512.46201
2861,10.26,72.2,0.083,0.07,0.134,154,0,27417.62918
2862,10.22,72.4,0.081,0.051,0.108,155,0,27570.82067
2863,10.25,72.3,0.082,0.077,0.096,157,0,27891.79331
2864,10.31,71.7,0.088,0.037,0.078,159,0,27946.50456
2865,10.3,71.9,0.082,0.044,0.13,152,0,27939.20973
2866,10.29,71.8,0.082,0.055,0.096,156,0,27880.85106
2867,10.29,71.1,0.079,0.059,0.1,150,0,27545.28875
2868,10.23,71.2,0.083,0.044,0.145,153,0,27308.20669
2869,10.18,70.9,0.081,0.037,0.122,155,0,26917.93313
2870,10.24,70.4,0.087,0.04,0.089,153,0,26458.35866
2871,10.2,69.95,0.086,0.037,0.152,151,0,26002.43161
2872,10.16,70.1,0.087,0.066,0.085,152,0,25597.56839
2873,10.13,69.55,0.09,0.044,0.126,154,0,25331.30699
2874,10.08,69.92,0.089,0.062,0.13,158,0,24506.99088
2875,9.94,71.4,0.088,0.051,0.119,153,0,23748.32827
2876,10.14,71,0.085,0.07,0.074,156,0,23011.55015
2877,10.28,68.51,0.089,0.081,0.119,159,0,22588.44985
2878,10.2,69.25,0.083,0.055,0.115,154,0,21997.56839
2879,10.09,70.8,0.088,0.051,0.13,152,0,21421.2766
2880,9.78,72.3,0.087,0.055,0.111,154,0,20888.7538
2881,9.68,73.5,0.09,0.055,0.115,158,0,20046.20061
2882,9.72,73.4,0.086,0.051,0.152,157,0,19513.67781
2883,9.68,73.6,0.094,0.073,0.104,155,0,19148.93617
2884,9.8,73.7,0.087,0.077,0.1,155,0,18368.38906
2885,9.86,73,0.097,0.055,0.134,158,0,17737.38602
2886,9.98,72.7,0.086,0.051,0.108,156,0,17376.29179
2887,10.05,72.4,0.087,0.059,0.085,150,0,16818.23708
2888,10,72.3,0.087,0.062,0.122,157,0,16365.95745
2889,10,72.6,0.084,0.048,0.119,157,0,16048.63222
2890,9.84,73.2,0.086,0.066,0.13,151,0,15796.96049
2891,10.04,73.1,0.081,0.044,0.096,154,0,15351.97568
2892,10.14,71.4,0.087,0.062,0.122,152,0,15257.14286
2893,10.02,71.5,0.088,0.051,0.163,155,0,14950.75988
2894,9.93,72,0.084,0.051,0.104,150,0,14691.79331
2895,9.8,72.4,0.084,0.066,0.089,156,0,14538.60182
2896,9.62,73.1,0.082,0.04,0.152,156,0,14356.231
2897,9.5,73.5,0.087,0.055,0.1,154,0,14316.10942
2898,9.25,75.2,0.086,0.055,0.141,153,0,14130.09119
2899,9.06,75.6,0.085,0.062,0.108,157,0,14162.91793
2900,8.96,76.5,0.082,0.048,0.111,153,0,14148.32827
2901,9.2,74.2,0.079,0.066,0.085,158,0,14148.32827
2902,9.27,71.9,0.082,0.084,0.115,152,0,14119.14894
2903,9.31,69.22,0.079,0.048,0.13,154,0,13911.2462
2904,9.38,67.68,0.078,0.062,0.126,159,0,13896.65653
2905,9.52,64.41,0.079,0.033,0.156,153,0,13827.35562
2906,9.51,64.04,0.079,0.04,0.096,152,0,13685.10638
2907,9.53,62.77,0.082,0.081,0.108,158,0,13736.17021
2908,9.51,62.4,0.081,0.066,0.115,151,0,13550.15198
2909,9.39,63.51,0.081,0.062,0.122,159,0,13794.52888
2910,9.3,64.37,0.081,0.059,0.115,151,0,13696.04863
2911,9.15,65.24,0.078,0.088,0.089,156,0,13706.99088
2912,9.13,65.41,0.077,0.051,0.122,156,0,13812.76596
2913,9.05,65.78,0.078,0.04,0.122,159,0,14148.32827
2914,9.09,65.78,0.079,0.088,0.152,150,0,14071.73252
2915,9.1,65.94,0.081,0.081,0.093,156,0,14440.12158
2916,8.97,67.21,0.079,0.055,0.115,153,0,14885.10638
2917,9.08,67.28,0.079,0.059,0.111,158,0,15366.56535
2918,9.05,67.61,0.078,0.044,0.108,158,0,15227.96353
2919,9.14,66.38,0.083,0.084,0.13,150,0,15133.1307
2920,8.95,68.11,0.083,0.048,0.089,150,0,15268.08511
2921,8.61,70.6,0.079,0.062,0.119,155,0,15100.30395
2922,9.23,66.61,0.082,0.07,0.134,154,0,14425.53191
2923,9.4,64.27,0.08,0.084,0.082,154,0,14122.79635
2924,9.49,63.91,0.078,0.059,0.122,154,0,14141.03343
2925,9.52,63.77,0.079,0.048,0.085,155,0,13732.5228
2926,9.49,63.97,0.076,0.062,0.078,151,0,13692.40122
2927,9.51,63.91,0.077,0.055,0.13,155,0,13663.22188
2928,9.41,64.14,0.084,0.059,0.104,159,0,13666.8693
2929,9.39,64.44,0.084,0.121,0.16,154,0,13845.59271
2930,9.38,64.54,0.083,0.827,0.894,151,0,14644.3769
2931,9.41,64.17,0.079,3.108,3.087,150,0,15289.9696
2932,9.41,64.07,0.077,7.86,7.85,152,0,15665.6535
2933,9.45,63.67,0.082,13.96,13.97,157,0,15920.97264
2934,9.52,63.41,0.081,56.45,56.18,152,0,16420.66869
2935,9.63,63.67,0.079,103.7,102.5,159,0,16924.01216
2936,9.77,62.57,0.464,134,133.1,151,0,17536.77812
2937,9.86,62.14,4.917,147.9,148.4,159,0,18178.7234
2938,9.89,62.34,4.919,109.9,108.8,151,0,18572.64438
2939,9.96,62.2,4.92,191.1,192.4,155,0,18798.78419
2940,10.05,62.24,4.918,217.8,220.9,150,0,19090.57751
2941,10.11,62.27,4.915,244.3,250.2,158,0,19499.08815
2942,10.22,62.44,4.915,275.2,284.4,156,0,19801.82371
2943,10.32,62.44,4.916,313,325.9,159,0,20137.38602
2944,10.58,62.27,1.437,372.4,388.6,157,0,20487.53799
2945,10.99,61.47,0.082,405.2,424.2,150,0,20812.15805
2946,11.02,60.9,0.082,432.9,456.1,151,0,20961.70213
2947,11.16,60.77,0.085,462.8,488.6,153,0,20888.7538
2948,11.05,62.2,0.085,496.4,524.5,152,0,21118.54103
2949,11.22,62.6,0.087,528.1,561.1,150,0,21658.35866
2950,11.32,62.6,0.084,514.3,547.2,155,0,21556.231
2951,11.29,62.1,0.086,505,536.2,158,0,21640.12158
2952,11.43,61.6,0.081,523.2,561.8,153,0,21760.48632
2953,11.62,60.83,0.082,525.3,561.1,159,0,21822.4924
2954,11.59,61.67,0.085,354,359.2,156,0,22117.93313
2955,11.46,60.73,0.085,392.5,408.7,154,0,22103.34347
2956,11.93,62.17,0.083,583.5,629.6,157,0,21997.56839
2957,12.16,62.57,0.082,522.9,564.2,158,0,22106.99088
2958,12.34,61.67,0.083,550.1,599.2,153,0,21906.38298
2959,12.43,60.2,0.086,554.1,599.6,154,0,21804.25532
2960,12.58,59.03,0.086,585.3,636.6,154,0,21826.13982
2961,12.48,60.57,0.081,529.5,566,157,0,21884.49848
2962,12.53,58.93,0.086,255.7,262.7,153,0,21833.43465
2963,12.54,57.9,0.084,366.6,387,158,0,21709.42249
2964,12.97,56.56,0.081,466,494,153,0,21683.89058
2965,12.98,57.86,0.086,592.7,651.1,156,0,21388.44985
2966,13.04,58.2,0.086,305.6,321.7,151,0,21530.69909
2967,12.99,58.6,0.089,621.3,679.1,155,0,21753.19149
2968,13.37,56.43,0.083,474.7,522.4,152,0,21804.25532
2969,12.89,57.13,0.085,398.7,432,151,0,21884.49848
2970,12.93,56.53,0.082,431.2,476.1,151,0,21756.83891
2971,12.9,56.76,0.088,201.7,209.3,154,0,21796.96049
2972,12.96,57.63,0.082,449.9,507.3,154,0,21742.24924
2973,13.32,55.03,0.086,463.1,528.8,156,0,21738.60182
2974,13.47,53.12,0.085,458.8,525.8,154,0,21122.18845
2975,13.33,53.46,0.083,355,407.1,150,0,20990.88146
2976,13.01,53.92,0.082,211.1,236.3,157,0,20739.20973
2977,12.71,54.02,0.085,182,205.5,154,0,20731.91489
2978,12.63,54.56,0.088,142,158.7,150,0,20575.07599
2979,12.94,53.39,0.085,217.3,253,154,0,20677.20365
2980,13.15,52.99,0.086,276.5,332.4,157,0,20764.74164
2981,13.21,48.88,0.085,264,320,154,0,20454.71125
2982,13.24,47.55,0.083,198.1,240.8,152,0,20469.30091
2983,13.13,49.02,0.087,185.5,229.8,152,0,20589.66565
2984,13.06,48.91,0.086,170.9,215.1,152,0,20874.16413
2985,12.97,49.52,0.085,142.6,182.4,156,0,21505.16717
2986,12.87,49.78,0.087,128.1,165.2,150,0,22077.81155
2987,12.81,49.32,0.09,100.3,130,158,0,23795.74468
2988,12.58,48.85,0.086,28.45,31.7,155,0,25433.43465
2989,12.38,51.55,0.087,16.37,17.16,154,0,27111.2462
2990,12.23,52.49,0.086,10.83,11.21,159,0,27483.28267
2991,12.18,53.72,0.086,6.2,6.361,151,0,27669.30091
2992,12.21,55.26,0.085,2.895,2.974,150,0,27527.05167
2993,12.18,57.03,0.087,0.736,0.627,150,0,27705.77508
2994,12.21,57.3,0.083,0.216,0.208,159,0,27592.70517
2995,12.28,58,0.082,0.084,0.104,155,0,27756.83891
2996,12.39,56.79,0.085,0.044,0.108,159,0,27745.89666
2997,12.45,56.09,0.085,0.051,0.104,156,0,27731.30699
2998,12.53,56.19,0.086,0.07,0.111,158,0,27749.54407
2999,12.61,57.63,0.083,0.048,0.093,152,0,27840.72948
3000,12.27,61.64,0.083,0.055,0.119,154,0,27950.15198
3001,11.7,66.64,0.085,0.077,0.13,150,0,27935.56231
3002,11.45,68.08,0.089,0.048,0.108,157,0,27767.78116
3003,11.85,67.08,0.085,0.073,0.082,156,0,27698.48024
3004,12.32,62.8,0.084,0.051,0.115,156,0,27625.53191
3005,12.41,61.44,0.083,0.066,0.115,151,0,27176.8997
3006,12.36,61.74,0.084,0.084,0.085,155,0,27187.84195
3007,12.53,61.24,0.079,0.07,0.1,150,0,26947.11246
3008,12.34,63.37,0.081,0.092,0.13,154,0,26797.56839
3009,12.51,62.94,0.083,0.037,0.145,154,0,26728.26748
3010,12.79,61.44,0.083,0.073,0.13,158,0,26669.90881
3011,12.83,62,0.08,0.048,0.13,151,0,26097.26444
3012,12.71,63.21,0.078,0.07,0.093,156,0,25922.18845
3013,12.86,62.8,0.078,0.044,0.093,152,0,25572.03647
3014,12.95,62.9,0.078,0.055,0.096,155,0,25353.19149
3015,13.11,61.87,0.077,0.055,0.115,157,0,24937.38602
3016,13.25,61.2,0.08,0.04,0.13,154,0,24547.11246
3017,12.79,67.21,0.082,0.073,0.185,152,0,24339.20973
3018,12.69,69.65,0.078,0.084,0.104,155,0,23875.98784
3019,12.72,69.65,0.076,0.044,0.159,155,0,23266.8693
3020,12.94,70.6,0.078,0.073,0.167,154,0,22807.29483
3021,12.81,70.7,0.079,0.073,0.126,154,0,22344.07295
3022,12.94,71.1,0.082,0.051,0.134,150,0,21745.89666
3023,12.96,71.3,0.079,0.051,0.163,152,0,21253.49544
3024,13.02,70.9,0.084,0.059,0.148,152,0,20275.98784
3025,13.01,69.55,0.08,0.073,0.119,158,0,19531.91489
3026,12.99,69.52,0.082,0.07,0.104,151,0,19105.16717
3027,12.9,69.68,0.079,0.062,0.137,158,0,18598.17629
3028,12.99,69.45,0.082,0.062,0.145,158,0,18244.3769
3029,13.06,67.81,0.08,0.07,0.122,152,0,17460.18237
3030,12.94,68.18,0.082,0.062,0.137,159,0,17055.31915
3031,13.07,67.18,0.086,0.059,0.108,152,0,16479.02736
3032,13.09,66.81,0.08,0.07,0.085,155,0,16278.41945
3033,13.13,65.44,0.084,0.081,0.085,152,0,16055.92705
3034,13.16,65.01,0.083,0.077,0.096,155,0,15811.55015
3035,13.21,64.37,0.083,0.037,0.104,152,0,15213.37386
3036,13.21,64.47,0.081,0.066,0.115,152,0,14819.45289
3037,13.18,64.94,0.081,0.073,0.089,159,0,14607.90274
3038,13.14,65.28,0.08,0.059,0.104,157,0,14301.51976
3039,13.12,65.48,0.084,0.062,0.108,155,0,14210.33435
3040,13.05,66.51,0.081,0.073,0.093,150,0,13969.60486
3041,12.79,70.2,0.08,0.07,0.119,152,0,13831.00304
3042,12.4,71.2,0.084,0.11,0.13,159,0,13696.04863
3043,12.43,71,0.082,0.044,0.126,151,0,13491.79331
3044,12.57,69.05,0.079,0.044,0.134,154,0,13703.34347
3045,12.59,67.51,0.082,0.066,0.082,151,0,13455.31915
3046,12.66,66.14,0.083,0.084,0.111,151,0,13371.42857
3047,12.66,65.14,0.082,0.048,0.111,152,0,13127.05167
3048,12.7,63.84,0.082,0.091,0.134,150,0,13134.3465
3049,12.7,63.91,0.082,0.048,0.137,152,0,13178.1155
3050,12.69,64.57,0.083,0.048,0.159,155,0,12977.5076
3051,12.49,65.34,0.083,0.048,0.126,151,0,12857.14286
3052,12.44,66.14,0.085,0.077,0.108,159,0,12703.95137
3053,12.48,66.34,0.084,0.055,0.13,154,0,12609.11854
3054,12.45,66.28,0.083,0.059,0.204,155,0,12696.65653
3055,12.41,65.51,0.086,0.095,0.093,157,0,12703.95137
